UID,CV,Personal Statement,References,Application Form,Cover Letter,Presentation,Interview,Portfolio,Test
323996,True,True,False,False,False,False,True,True,False
323984,True,True,False,False,False,False,True,True,False
323426,True,True,False,False,False,False,True,True,False
323689,True,True,False,False,False,False,True,True,False
323491,True,True,False,False,False,False,True,True,False
323434,True,True,False,False,False,False,True,True,False
323417,True,True,False,False,False,False,True,True,False
323285,True,True,False,False,False,False,True,True,False
300950,True,True,False,False,False,False,True,True,False
324145,True,True,False,False,False,False,True,True,False
324135,True,True,False,False,False,False,True,True,False
324104,True,True,False,False,False,False,True,True,False
323860,True,True,False,False,False,False,True,True,False
323004,True,True,False,False,False,False,True,True,False
322182,True,True,False,False,False,False,True,True,False
321772,True,True,False,False,False,False,True,True,False
321494,True,True,False,False,False,False,True,True,False
320848,True,True,False,False,False,False,True,True,False
321159,True,True,False,False,False,False,True,True,False
319338,True,True,False,False,False,False,True,True,False
319311,True,True,False,False,False,False,True,True,False
319078,True,True,False,False,False,False,True,True,False
317681,True,True,False,False,False,False,True,True,False
317517,True,True,False,False,False,False,True,True,False
318183,True,True,False,False,False,False,True,True,False
317560,True,True,False,False,False,False,True,True,False
317557,True,True,False,False,False,False,True,True,False
317549,True,True,False,False,False,False,True,True,False
317541,True,True,False,False,False,False,True,True,False
317534,True,True,False,False,False,False,True,True,False
317580,True,True,False,False,False,False,True,True,False
317526,True,True,False,False,False,False,True,True,False
314641,True,True,False,False,False,False,True,True,False
314921,True,True,False,False,False,False,True,True,False
300392,True,True,False,False,False,False,True,True,False
303052,True,True,False,False,False,False,True,True,False
268981,True,True,False,False,False,False,True,True,False
326319,True,True,False,False,False,False,True,True,False
327246,True,True,False,False,False,False,True,True,False
327241,True,True,False,False,False,False,True,True,False
325636,True,True,False,False,False,False,True,True,False
326892,True,True,False,False,False,False,True,True,False
327700,True,True,False,False,False,False,True,True,False
326444,True,True,False,False,False,False,True,True,False
326006,True,True,False,False,False,False,True,True,False
323534,True,True,False,False,False,False,True,True,False
327353,True,True,False,False,False,False,True,True,False
327310,True,True,False,False,False,False,True,True,False
327305,True,True,False,False,False,False,True,True,False
327304,True,True,False,False,False,False,True,True,False
327288,True,True,False,False,False,False,True,True,False
327282,True,True,False,False,False,False,True,True,False
327281,True,True,False,False,False,False,True,True,False
327278,True,True,False,False,False,False,True,True,False
327218,True,True,False,False,False,False,True,True,False
325514,True,True,False,False,False,False,True,True,False
326464,True,True,False,False,False,False,True,True,False
325682,True,True,False,False,False,False,True,True,False
326754,True,True,False,False,False,False,True,True,False
324500,True,True,False,False,False,False,True,True,False
327191,True,True,False,False,False,False,True,True,False
326136,True,True,False,False,False,False,True,True,False
327164,True,True,False,False,False,False,True,True,False
326163,True,True,False,False,False,False,True,True,False
327159,True,True,False,False,False,False,True,True,False
325048,True,True,False,False,False,False,True,True,False
326373,True,True,False,False,False,False,True,True,False
319478,True,True,False,False,False,False,True,True,False
320617,True,True,False,False,False,False,True,True,False
326387,True,True,False,False,False,False,True,True,False
325580,True,True,False,False,False,False,True,True,False
327137,True,True,False,False,False,False,True,True,False
327124,True,True,False,False,False,False,True,True,False
327087,True,True,False,False,False,False,True,True,False
326614,True,True,False,False,False,False,True,True,False
326160,True,True,False,False,False,False,True,True,False
327093,True,True,False,False,False,False,True,True,False
326236,True,True,False,False,False,False,True,True,False
327034,True,True,False,False,False,False,True,True,False
327030,True,True,False,False,False,False,True,True,False
327008,True,True,False,False,False,False,True,True,False
327027,True,True,False,False,False,False,True,True,False
327019,True,True,False,False,False,False,True,True,False
323909,True,True,False,False,False,False,True,True,False
327006,True,True,False,False,False,False,True,True,False
327001,True,True,False,False,False,False,True,True,False
326985,True,True,False,False,False,False,True,True,False
326994,True,True,False,False,False,False,True,True,False
326974,True,True,False,False,False,False,True,True,False
326938,True,True,False,False,False,False,True,True,False
326220,True,True,False,False,False,False,True,True,False
326916,True,True,False,False,False,False,True,True,False
326833,True,True,False,False,False,False,True,True,False
326748,True,True,False,False,False,False,True,True,False
326691,True,True,False,False,False,False,True,True,False
325234,True,True,False,False,False,False,True,True,False
326241,True,True,False,False,False,False,True,True,False
326562,True,True,False,False,False,False,True,True,False
326553,True,True,False,False,False,False,True,True,False
326526,True,True,False,False,False,False,True,True,False
326471,True,True,False,False,False,False,True,True,False
326427,True,True,False,False,False,False,True,True,False
326000,True,True,False,False,False,False,True,True,False
325885,True,True,False,False,False,False,True,True,False
325854,True,True,False,False,False,False,True,True,False
325850,True,True,False,False,False,False,True,True,False
323556,True,True,False,False,False,False,True,True,False
324755,True,True,False,False,False,False,True,True,False
325306,True,True,False,False,False,False,True,True,False
325272,True,True,False,False,False,False,True,True,False
325224,True,True,False,False,False,False,True,True,False
317962,True,True,False,False,False,False,True,True,False
323384,True,True,False,False,False,False,True,True,False
324589,True,True,False,False,False,False,True,True,False
324524,True,True,False,False,False,False,True,True,False
323957,True,True,False,False,False,False,True,True,False
322226,True,True,False,False,False,False,True,True,False
317510,True,True,False,False,False,False,True,True,False
316929,True,True,False,False,False,False,True,True,False
313979,True,True,False,False,False,False,True,True,False
223695,True,True,False,False,False,False,True,True,False
277379,True,True,False,False,False,False,True,True,False
326818,True,True,False,False,False,False,True,True,False
326446,True,True,False,False,False,False,True,True,False
326448,True,True,False,False,False,False,True,True,False
326807,True,True,False,False,False,False,True,True,False
326431,True,True,False,False,False,False,True,True,False
326864,True,True,False,False,False,False,True,True,False
325081,True,True,False,False,False,False,True,True,False
327094,True,True,False,False,False,False,True,True,False
328750,True,True,False,False,False,False,True,True,False
327295,True,True,False,False,False,False,True,True,False
