UID,Full Text
Reference : 326593,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 326575,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 326568,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 326556,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 325202,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 326513,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 326508,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 325755,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 324058,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
Reference : 326500,"['ContentsLocationAbout the jobBenefitsThings you need to knowApply and further informationLocationDMRC Stanford Hall, Stanford on SoarAbout the jobJob summaryThe Ministry of Defence now advertises for Band 6 Rheumatology Pain Specialist Nurse positions\xa0based in locations across England and Wales on NHS Jobs.Job descriptionDetails referring to job description and person specification, as well as salary, pension scheme, closing dates and points of contact details specific to each role can be found on NHS Jobs. To view and apply for this vacancy please see the follow link and apply section below. You will need to register for an account on NHS Jobs to apply. You will also be able to set up notifications based on your preferred location, keeping you fully informed when new vacancies are advertised.Person specificationWhere there is a conflict of information between this site and NHS jobs, information contained on NHS Jobs takes precedence.BenefitsFree ParkingAccess to Gym\xa0Access to Swimming PoolWonderful GroundsOnsite Cash Machine and Shop\xa0Access to NHS PensionA Culture Encouraging Inclusion and DiversityThings you need to knowSelection process detailsPlease apply using the following link:Feedback will only be provided if you attend an interview or assessment.SecuritySuccessful candidates must undergo a criminal record check.Successful candidates must meet the security requirements before they can be appointed. The level of security needed is security check (opens in a new window).See our vetting charter (opens in a new window).People working with government assets must complete baseline personnel security standard (opens in new window) checks.Nationality requirements', 'This job is broadly open to the following groups:', '', 'UK nationals', 'nationals of the Republic of Ireland', 'nationals of Commonwealth countries who have the right to work in the UK', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities with settled or pre-settled status under the European Union Settlement Scheme (EUSS) (opens in a new window)', 'nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or pre-settled status under the European Union Settlement Scheme (EUSS)', 'individuals with limited leave to remain or indefinite leave to remain who were eligible to apply for EUSS on or before 31 December 2020', 'Turkish nationals, and certain family members of Turkish nationals, who have accrued the right to work in the Civil Service', '', 'Further information on nationality requirements (opens in a new window)', ""Working for the Civil ServiceThe Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window).The Civil Service embraces diversity and promotes equal opportunities. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria.The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy.Apply and further informationOnce this job has closed, the job advert will no longer be available."", ""        You may want to save a copy for your records.Contact point for applicantsJob contact : Name : For general queries, please contact dbscivpers-sgdmsresourcing@mod.gov.ukEmail : dbscivpers-sgdmsresourcing@mod.gov.ukRecruitment teamEmail : dbscivpers-sgdmsresourcing@mod.gov.ukApply at advertiser's siteShare this page Print  Email Facebook Twitter LinkedIn GMail""]"
